AIVAT, Chips, All Hands Chips, Chance Correction, Action Correction, Your Hand, Deepstack Hand, Flop Cards, Turn Card, River Card, Position, Pre-flop, Flop, Turn, River, Seconds to Act, Total Seconds, Start Time (UTC), Notes
-111.597568, -300.0, -20.755954, -264.397695, 355.239309, JdAh, 6dQh, 7h3h4d, 5s, 9d, sb, r300C, Cc, Cc, Cc, 17.7972819805145, 33.8111453056335, 2016/11/14 13:35:39, 
154.99763, -0.0, 869.146967, -1044.308665, 1758.458002, 9dJc, 7c9c, 9s6c5d, Ah, 5h, bb, cR400r1200C, Cr2400C, Cc, Cc, 41.661052942276, 53.163134098053, 2016/11/14 13:36:19, 
7.336767, -50.0, -50.0, -57.336767, 0.0, 3s8c, 2h2d, , , , sb, f, , , , 4.57162404060364, 4.57162404060364, 2016/11/14 13:37:21, 
-706.293704, 1000.0, 1000.0, 244.234579, 1462.059125, 8s8h, 7c5c, 2h4dKh, Ah, , bb, r300R1000c, Cc, R2000f, , 23.7836081981659, 36.528112411499, 2016/11/14 13:37:29, 
7.336767, -50.0, -50.0, -57.336767, 0.0, 3h2d, QcJd, , , , sb, f, , , , 5.05383515357971, 5.05383515357971, 2016/11/14 13:38:08, 
-13.738032, 300.0, 300.0, 27.946662, 285.79137, QsTh, Jh4d, , , , bb, r300R1000f, , , , 10.8013410568237, 10.8564240932465, 2016/11/14 13:38:18, 
7.705283, 100.0, 100.0, -25.458927, 117.753645, 8s7h, 8d5h, , , , sb, r300F, , , , 6.57292199134827, 6.60349297523499, 2016/11/14 13:38:36, 
504.387965, 900.0, 900.0, 244.879158, 150.732877, 2dTd, Kd8h, 5dTh7d, , , bb, r300C, Cr900R2100f, , , 17.3465847969055, 31.4177839756012, 2016/11/14 13:38:50, 
15.889282, -500.0, -500.0, -132.574183, -383.315099, 5c9s, 6c2c, 6d2hJc, , , sb, r200C, Cr500R1000f, , , 50.4897921085358, 59.7215828895569, 2016/11/14 13:39:26, 
-3.305828, 200.0, 200.0, 64.4418, 138.864028, KhQd, 7c9s, , , , bb, r200R900f, , , , 8.52632403373718, 14.3502988815308, 2016/11/14 13:41:14, 
-154.488842, 300.0, 300.0, -55.451357, 509.940199, Js3s, 7d4d, 9dQc6h, , , sb, r300C, Cr600F, , , 11.5202498435974, 23.5986568927765, 2016/11/14 13:41:30, 
